Test case #1
54
722517610 224130077
478321149 801496902
873014197 273076388
648264063 793688129
771783030 322170617
118307926 944464201
276841160 638729650
341239970 517710182
266745773 136753932
640849980 441054516
203088596 44056290
317149194 903566916
888696573 786436352
379578434 175323832
225201371 752951999
248739508 3741382
762251554 779884465
822362617 952548923
344961837 711819698
930155937 946130673
543302545 17544819
118190661 260962896
905956038 724039271
848625366 223680678
689084042 196725549
521223664 523582241
822525167 2134450
991893507 422273136
922853943 908023732
147646474 283785313
817094074 662688506
321280430 730957638
192465995 819817541
266494303 567113147
90934843 249655361
451852919 402982416
130110631 690717247
455164030 588374919
30467238 595739310
891512117 482261368
934923070 540237681
35079332 99928277
206431489 882590150
732465410 982913143
424434426 374300439
829566714 844652461
393272519 464863805
161017837 940214562
66920932 381286054
912839093 534815315
647040179 124111349
371778615 134779448
59689977 791757407
302136728 73750161
53437154 72198107
583640760 966653328
705434877 46593946
625857046 710039811
66252030 471196380
292786973 953766972
329470629 422664543
791017629 910147570
583964475 934097620
683647013 949079469
493212361 940150068
288737592 19041480
668058498 456702167
734502528 671273605
45277655 435800793
939983224 353018726
291908252 526452870
683378061 387246345
43305787 118204076
527890644 331862040
738783616 16909850
724913815 548129391
383471949 42783511
367096863 755911715
122039121 533654291
803736154 636037229
465901161 861503177
269837885 921307239
838040694 911379467
931994875 281914102
215891962 520663449
385777481 587098197
463697301 384202210
764289721 375758158
898794139 560961589
713718791 332199187
19654499 999847286
83097432 811483491
464378950 23720847
771307394 412524591
330108736 590635151
136272896 176183878
537882319 761582771
654810225 80438551
220133140 128666757
473843724 895042271
998568227 14411405
599592918 579834879
796552540 666434358
724105207 97024377
494324166 904630937
143382898 583427108
222407332 793012732
576106108 675821451
942873757 47335487
694835923 808514325
140516151 906826031
1175832 318916107
830093876 828151471
180256125 406389572
70303803 575705979
394267471 414246661
87331344 852724434
358725932 384139078
439340268 894083174
972411813 749981602
300042423 258509986
372155184 501330971
611841686 834930163
115748560 635921730
553361939 125806287
346877962 704510545
430736550 846413517
483451962 182213121
43877786 708438337
106767249 585905909
70370262 220522223
772718135 406095188
570275156 142470647
964895742 650709605
202939849 144532859
338770661 166137988
792090196 86941860
941876412 800797024
8777767 139514156
921785065 322064610
698992096 900184365
930738910 661804132
283634260 594039920
588154781 310523525
13889676 133332641
911973900 391635000
691775671 335209934
849582422 552285718
573365245 896784454
901809959 10006281
383383367 544681337
860542163 775025795
244116835 229599384
846558169 762849291
386643483 330824248
863493026 303634204
845103623 845964085
938651850 308101648
557203230 286044952
667686394 936770116
97558978 582240472
232567466 867583873
760105875 915888128
11444966 692524520
907363934 624947406
799448628 226839149
574155682 780015061
697021988 843717557
351303903 122290755
111917171 219926184
125585849 616133417
634618557 442041387
274477482 128343669
463282154 182334150
738241561 553395623
81428045 788489283
198924915 575482270
372346108 944225256
432289155 826520481
82093315 937955269
740827561 496941994
324877466 938233877
279968265 801560868
258564632 506108147
88639474 690935826
798080966 157725263
625398678 232787893
397078676 413018594
453447886 230108393
842927076 618939178
580014639 971832386
590128466 746771346
712326871 29185133
516536878 349157968
510580538 289379374
886936037 597086480
484779192 393664420
89291351 764673053
566192142 416310646
76765893 540470800
987625344 729246654
966547912 895108429
310442197 339853862
389167526 566712023
789669662 98106798
709088501 293453013
858827060 886478228
30659573 584494614
778440050 486122496
752506467 187963595
127020885 191564216
265208404 338826693
271356037 200958091
290491931 562532134
399123509 269756731
515324046 159915110
300751484 546833459
41164976 425765183
619036878 585293295
244402397 390166120
889947670 157132582
323702151 209488311
68255640 203967955
332130669 361245780
932459612 649952139
676996611 175617877
675562255 950903893
744823463 445218249
372755550 359747498
961679018 345608625
54787139 36665483
945814581 434625974
457106630 802465449
433371057 903001
607381288 30332001
685633003 514197313
179660031 721694290
780733211 871986514
309559597 217636663
342134753 859694008
262770839 922147961
618571731 888848660
89132751 122404612
372708701 139297087
976425422 624571671
894903060 910685366
859809031 287743327
314431389 833676561
994729497 906591565
206673904 388536681
574863567 239791005
453232127 826576632
116444219 46622667
671937410 114092185
9377673 201529031
125890751 686519273
136783217 552478537
923280757 84793207
684023813 510124878
846690689 233753322
579431013 798396670
612765931 372735833
212384444 898656772
277427546 960195018
807388134 739522663
339018580 886034946
194382615 627109098
944488385 904490571
678316066 259280588
507753155 881194889
335797427 962425787
293388598 497598724
539871885 370445567
109353699 706480056
238399053 437414016
375433808 636202539
775643014 589168327
720083628 353675321
797679011 162623232
510673563 894564248
797870539 576800241
809693686 435480328
571666359 940825760
802119983 605572040
514545509 518056055
69836812 215846840
571398387 484877250
584789698 176422900
113649547 646492174
646851535 973641079
649652107 503233037
472134801 226984667
264413814 397963866
106136993 938722102
535614488 800456365
443713740 410461346
510231821 723529689
268458096 530545041
599599422 18838423
228567280 576556475
513212961 567857609
835360031 62485752
319130982 218414891
734889894 604099410
408963912 790729631
325787861 358353404
436033741 156206851
25077940 552428845
52888252 336891920
838386498 175134976
329923458 353330736
713466019 774180246
938988285 930220984
112323946 271230890
427463830 673498391
390226701 257796628
555669453 354071247
609109857 196614922
471459439 596229718
825151113 571766917
981115283 541359431
469352332 110425167
959262998 448646409
510899434 38973146
726240144 178386034
673687856 853040861
62332650 806736216
705742906 952768712
403351637 719523890
483920683 20532813
641733734 475116472
629261679 14339512
464030492 59760245
507917195 105172478
772896313 782015153
139160490 801698305
928221161 972510658
218057836 797812950
881000538 269901844
893458167 182980375
418182057 297215423
590089952 369280153
491194491 405052863
693980265 211537899
823693143 633227824
272248140 538896030
757741561 554525448
635395735 715303941
977575402 537621847
265448650 341549871
469242537 529808274
208502025 16341146
418461358 957859192
941258907 667683330
805610213 566141152
301903858 854080671
52591289 733058057
362546001 425874122
540822 26987548
845424601 1245963
616228084 612667059
288054605 506190836
859324090 605240728
117133486 254863018


Answer:
47

Test case #24
983
462658587 14293767
539170412 738172097
413189612 876544694
147877308 899998374
498581103 578643739
22685376 522986566
18466670 901142927
515751991 132786542
237148869 709703064
238735999 263304426
959406144 625161903
319794665 954222502
559436600 412316138
625771819 457693641
58271630 478618547
543632492 523552039
163659027 748206684
756145652 177308031
427893560 53477244
404172674 329520349
618122955 537977408
198319871 625140933
822447612 760191860
669178034 64447018
176899722 629672498
402989155 288374593
175733982 631765996
774259327 428494031
77386984 625997930
624404941 629119558
296523828 827435345
417966948 413789408
495215394 195482230
242886898 932146798
427393393 83968841
954286058 753781555
922213263 644685480
341738021 34747482
224135527 106704760
781158307 677551483
700035241 961409846
33337372 242480227
222038534 495664280
473473833 72447695
946881491 937485153
198928618 9458684
451275773 65961798
323583694 251058489
68504912 864184100
517722158 979582805
338248099 301962582
395318988 340339072
464661511 396712291
203849620 400392146
959224016 276166767
808624927 910074486
833296320 665278573
121163447 434226276
303633735 279807328
540081756 113148031
155307232 739052288
83795859 81592990
930076497 923604098
499350830 231628233
919995351 143681306
468493071 454935448
982589108 232877290
514162384 584209387
677222143 585630854
333641936 958409375
73745345 33315742
281051626 927104070
74364285 674907468
554996972 341032979
682009284 41423331
95614058 46207627
161796716 727247657
532864830 396601745
731707589 300146363
39863908 357430175
22532793 648763098
294089916 384487807
116355936 152405005
634932544 703969414
413744957 548410487
807150161 249113529
21661294 120282252
707783456 91622021
794080747 495875364
195295596 457684928
195358249 192620775
634195369 658505750
565395075 771417671
196923994 844568437
776983291 860907374
618957817 873209750
38765595 717124130
482611628 149877274
936669481 253105970
980095001 365149750
469726673 64591698
376111810 76843652
866949739 609359389
265108777 437444208
503223661 62381374
688257924 14530590
330388366 10289354
865838206 834127633
677725764 461960482
556657837 629072945
921775015 540456122
407364279 259173965
794234018 733702751
584505817 51968540
366694957 136560584
350262584 834654504
332680729 370480806
742724150 131297153
535270352 593006248
655359470 855721321
868870531 78493024
786878177 570452670
263984378 107915067
761796821 294203976
685810789 814959159
93980446 578653810
960704835 994775103
243435465 753364176
958147735 283079354
164276981 477116865
353017592 735732784
384261753 180827493
792924043 772409121
260813179 425109724
192503543 707715366
330411874 488524927
341239787 206786127
543423618 393970113
633768904 909717805
483708056 412343669
81370481 178998658
272191541 664276225
278102994 128881892
434159274 451250286
613220207 370544700
411743204 334160902
475748796 190020415
389832897 474777643
523659396 971043067
59591550 914360715
315707903 482882366
219599152 675822744
609366153 921634565
746330253 825729314
303637708 564174439
273208277 719115021
202360540 156028735
515952059 184610457
693713642 631426464
868902618 735164966
794909614 172644356
40996986 477765181
365277693 303073195
952349436 514773123
416183900 214241796
694943669 841492122
956933948 226816848
6197416 374254092
110928730 596839926
223734029 701511674
636211757 964364698
238154567 150246149
761045778 166075114
569889652 706614823
778309813 994775958
34618916 733373288
131395304 63814915
847247937 823904087
748948074 31774371
919234880 909637919
151455227 382854844
551023396 669698665
571677583 523962716
413172684 1249046
751188105 499627924
917351080 111701067
142895586 385035595
150929146 599539103
783961298 458734685
514709197 978738078
669286537 910806028
47438913 775515024
604583821 151462830
232856176 62770297
212350279 350215256
581788684 397292735
560092871 507815182
291585237 119879568
225715341 737601131
722371057 965023725
429815293 521174221
766377578 700563251
129872685 925033452
831076631 394763094
954995793 944406743
360040080 81514596
133411367 774652405
934799135 137338784
514356261 108859335
143397851 708121885
632903686 937706507
752656820 172728677
585126471 856363928
1751884 49826710
922618527 444394500
374581115 475916516
686022738 852489490
362792755 585021303
567816330 658353928
746100719 271403181
801225788 908369513
197270173 411966331
744158614 205274375
785850437 661205225
719858547 356499686
523427035 752990509
342649898 400449299
145127568 774448825
125684829 822551553
994399245 4423192
997349663 335520088
579100518 167951073
78401350 279421308
939978521 50791311
970303120 316681885
117978209 476744548
717315816 462167415
22266339 82159973
724599068 184910461
879959385 764209833
762909434 727402582
287521930 345953493
324603872 276043694
995718735 454897513
333872930 628988770
108622425 456090914
456325338 799414199
730424273 289556335
893436278 672829323
602246670 253433540
614918307 477818199
309055418 291163952
595525226 529258047
656994849 683380284
938405859 30721809
598686037 368840234
165476587 866178314
861299266 720033244
829356955 972534615
211021756 293857217
163265872 221441685
693469515 376079326
710949752 155874891
215147037 814656237
737776879 768197177
372766678 879042305
975746428 352550003
972464927 726790049
916258890 769841711
580016799 463383307
724458292 770400467
167294908 578971287
793626879 756004516
174537824 935549198
17631846 800969423
510941352 802659089
355371628 652797915
177855865 525538113
966118809 393403343
937667324 829796625
575385101 555279541
773351883 283264528
629409217 961425410
24976323 35175539
508330438 793225095
970899311 81985478
695779018 602425612
214052552 449944288
803168111 897087075
61407710 320929390
410653481 875320653
653399737 983584951
887110444 942631277
221735547 829148351
88276659 921795112
443468012 435913403
219283772 312682323
935757468 356444861
555275209 762428729
702918659 848243570
443284873 15334101
713220813 336982465
73810843 751534380
467604387 530250123
743861301 399837192
752863147 761348977
794006430 410345978
861774547 691422636
671612768 307483448
406319699 151132728
767774756 889351690
114558752 464623442
549244927 191335757
627645921 404916784
161708177 94662229
535050848 285506640
249279717 621934040
433612294 184312580
174681362 529415126
320977213 523965029
386853958 291485965
749732858 472531688
707537033 274477332
237542259 546760690
464357616 790493385
951960035 863020952
367022952 708610389
152578570 139048752
295195189 491382998
254549096 419861998
588075729 606121709
930247395 669602030
729323626 694785279
283841569 568238541
324959547 797105076
588771859 902288673
354559230 264488766
462159455 837174299
195252968 608524505
374899746 353974127
85300951 723328006
561685858 537735929
266493669 845266530
669680249 495775714
424640455 254348479
646122498 70643019
166054732 911564686
366132883 671321604
783830975 447863191
663322006 935912100
697254824 471014817
711950850 674377095
900620010 664123610
988378517 402763968
924077645 294446516
471879861 608637378
524061300 200611338
993489772 273693595
347328344 626556551
177745263 584518766
650784445 547679000
137777589 940526895
525129502 767615238
155747353 360142151
494141942 778751207
865162526 259801490
389530527 541504339
582683363 843272411
284244175 323395033
537666662 335933751
358880860 342240538
849835874 488385205
149032929 288604272
630146674 812245904
875615385 796714124
238433761 771932336
931238069 602285288
262031905 856416390
994191426 364414481
108357552 36931356
256929432 817563215
466098343 824604633
662796704 419578885
505257675 432359254
737583604 80807428
709914143 260242457
911542873 564719827
34276382 460224138
632838120 427773702
544414338 297083838
812992271 120597373
818237161 157116822
429405459 838632334
452633503 842545603
53257932 90619729
176953893 174102383
105765021 440449986
31043701 159022226
593110842 870617224
834383077 372259107
161394521 624949595
491345195 386329257
455363408 963456773
568813861 374922632
189823045 49882042
188320524 106825083
591174069 686174683
18515660 442388502
455551943 686958835
692657999 214164063
909131181 887730273
283245166 417689580
768241331 113768365
827381414 137293663
953520633 191787909
892418208 24595426
970109991 274125078
243363346 949960016
924311400 866217999
113735233 255501507
808247636 204156714
496941487 212507194
543808164 481838019
958202399 902840747
906741200 930318610
58384345 546572204
497236660 933174229
331579457 333800499
21739322 732930034
390311367 555610297
720471161 700116928
51476123 341137764
594294981 847783247
27961123 271049691
606329689 672329750
621389264 863453511
141422422 416653917
499567770 828852118
154415150 469107102
59321238 592928727
612973165 591085226
994390817 178323897
589014887 693767139
849894084 519932812
195583241 627916070
275125465 811266902
673042802 47573083
906388101 980421125
297609466 42853358
886816458 1205796
637766720 76909105
356673198 403917854
98720489 79174084
423682779 903094048
255936688 222957957
50734232 657269384
880792046 195863717
128095877 886129599
315945207 635085998
997761861 135040738
451718238 62416893
666849614 255166444
585021154 859578434
678626866 306426581
365329911 780810131
299478454 10149073
373839847 633813956
596729440 151975141
414619109 260383418
69123124 571383979
536719252 385527050
108126140 980930917
682565653 863868887
171968571 804261073
695289136 13156300
722725235 745290404
116672538 801909563
732178399 799016837
443986181 316772463
637973812 425274692
759077887 599796497
568715566 312393238
304857701 518695926
6176241 483741660
842893838 768726349
869716820 515660866
375773227 214395149
379386639 27007666
949574076 987124404
173691077 811310933
684946837 609210514
646055961 962155478
255774230 737893928
912663230 485804178
124579955 692373145
804496399 8921223
506069382 648270793
974396580 849544844
608784055 141222519
186410625 431727803
880742107 70872664
819771476 250282189
87274074 550411050
485374654 119892632
966542519 733254113
514857100 130235408
235195305 303742063
991593764 998202653
738791818 306265323
623500822 57292831
532208624 449972145
159112331 362981866
239523167 466776788
460981836 869788912
158831052 869704961
596946860 747422667
16017222 524691648
532713450 218946446
146156250 25200212
413471766 179497146
855778095 465560341
511834621 578460228
416518092 224382920
496521753 324412700
413746581 445408373
805475501 831014636
809953767 531224714
33664068 316665139
546494694 336403270
93710852 87561957
547956003 403577672
204711269 555679166
752051510 893236461
267176067 998375250
266424112 23293884
922482739 513537780
52061177 508239484
686461128 130275441
449523378 523441064
691430665 567275766
663774718 575394491
305438352 965822842
746579271 552914354
509792868 296981832
764820973 632606055
32881095 674410981
889166933 931882707
761800718 374310174
841924814 957935039
66630635 325669839
767684095 331028724
932067303 676040642
44921958 405732327
94782577 273252231
793426214 52700874
393840962 477918760
775228551 889758519
564446262 448808866
461449664 222513870
536237513 802122224
882827710 57285691
491466083 606973823
8115900 665589192
625007344 667666115
805795591 971429138
736793872 511843486
884435521 582177883
380750419 643204132
123034821 632799847
986953191 81657701
197265876 910934723
194816108 328369802
545185609 992676932
622673243 455664230
879464207 217774086
357669821 725652217
466944941 516254879
611925247 19912534
165538548 200509207
409657209 2563660
960094738 343284927
957174817 574979907
425690257 630850096
913908990 600387569
998215685 130601281
479501825 390184460
678978352 899580520
76861707 299032958
167941139 459360061
320196911 59338010
898765975 321719094
130000588 75000944
515181690 581429886
356510006 284519221
765042718 342333345
129317957 558606159
445410996 310113536
97639860 941713530
830031206 588257927
850683785 45544695
815931294 276957916
146287864 541029411
646093450 654323958
281255930 801644870
926436165 947218055
808713871 163662887
152280926 416367217
859531490 137042107
86344314 787222488
25476769 305309990
602931138 856261935
60348498 928581373
783750798 257047769
793527623 854996659
122958027 660813549
657295944 462470571
873332431 987053532
587512168 923466276
734426563 923590311
844729365 618387134
607668910 404513944
454286457 308454699
861000357 808258862
676640508 775493375
308954566 9382839
580415056 336536534
159998200 70123356
925960429 441977943
996388101 421255201
283950679 543049518
82563486 359352847
177361931 885852640
125595989 42262653
669482450 869232214
363229246 662851793
734952410 66168225
387711476 947881162
957676880 871032714
717770738 584380114
157740208 815252366
157489981 565961653
440935628 902415997
722053812 604838292
352232074 775879654
553822359 175573871
226021396 135224728
319596173 777347170
378781443 354933011
137873528 496076246
667963290 759019940
237690283 349047113
594150066 245626492
942005968 52226177
731331531 766281304
196984219 243806621
329242158 9837338
608178692 11942656
541211896 33496986
820855935 897929956
51749405 169546640
303145657 745610752
295672544 323695980
420828119 461594265
126753649 164865172
657771341 442562122
428225525 92603390
394770159 736300569
763233268 714030641
11858396 113609364
155517842 520697098
653131136 745390755
757814730 607553925
163197668 760749951
840051629 201652122
443904685 493691220
743176605 983400720
848868069 615378398
790071726 800752853
70106108 701261434
194255018 552233778
442114966 540339082
623416771 746405643
413528357 580622594
226543861 435935105
711327504 29523517
301100106 694855081
815854549 704668022
416559604 468651268
595657110 618040733
809202618 61166729
39900187 995567692
806505438 998083983
326251904 129926616
135560083 310094797
75688530 196784685
69080929 152139975
341895595 589388637
687913989 374407792
393240512 446450796
954314502 304719667
196432520 726114388
41464463 921276486
329220819 541250479
28832979 566049190
967745392 426576338
491337858 994465837
383252449 744537973
619169229 452792343
888422488 281213127
205582809 701054658
940073624 648866665
339582905 25139294
720679522 289150854
949934156 32904034
142412049 124871356
567974496 997457663
606806438 760265683
881199401 973415567
372922852 982795266
104055698 131791633
442667690 428491413
395413582 889657027
520511189 911612848
725032393 117909643
695764335 772301401
388912496 913343847
481203643 33741912
936840835 969676769
509586525 863055453
149505449 101456884
267488623 803265154
353815055 332067840
85979930 521714711
775168890 933768315
65006959 655800270
428564114 37460090
580521416 823402939
22462867 583847605
18507674 336739158
880435785 874615643
101573810 211694046
38984797 28141445
564436881 331874827
690927627 741923462
48483257 993648140
592701016 686322685
149724917 191305440
2476839 815124521
856909584 376528473
689226961 411646430
583380179 930693039
793633608 332260842
885418611 516144615
94811756 334858091
538797958 240829145
876090724 838782989
762400544 915139256
432502418 781740684
411802776 338535542
912182421 587345148
762688699 898954824
379786853 121845534
864432370 538477019
367150976 938719326
112617389 326599415
503581098 348987721
161696166 902731081
39697667 998450127
226860273 854118992
994304364 299450215
68087449 373851526
987556884 48221046
408254161 427397223
442001899 825996989
752864868 287375202
577005745 473610366
398643955 514395712
612902421 413810854
793676631 61156066
372902353 302649854
773806829 992739660
77398263 193288779
896741894 494203424
202807437 953493946
404546873 389912778
625545289 807790045
163521862 744830908
756388019 740448808
264305525 625501326
255236730 386767276
763682085 193782192
336660975 958546654
809010531 161747740
216440732 157072735
493651211 760912208
176302048 169939119
633577676 882930253
348742885 314571881
66681372 499154703
340449391 87283415
64391388 485461853
119358673 578680301
444397525 836533818
400989487 151689325
144730913 846311158
800556216 654124628
374645711 761674673
576715135 970711237
30479936 192932753
223402482 89875474
778841243 647681063
61621185 742627385
937614515 302829552
495864590 55550923
302827303 332230179
378742184 747199061
347716469 214867622
477663729 243831679
985343632 186903999
995508848 799920162
108788948 856445137
11580103 263249367
6032622 928136435
380236360 581697689
355165232 841079327
522416373 306384093
68374829 154903261
461409 31126193
714310947 799905672
613899279 479014707
435653752 586689242
562867249 763894776
961554388 816550240
952495240 988761267
732921739 178827322
40938905 194401007
609269510 630305244
446887310 519523936
533380619 361368040
22708615 969665021
308127675 849367659
106282051 700167664
428575903 321118289
14593402 662726588
401826812 742995366
785583818 239724979
441855007 167236750
17953887 281168423
561188043 925010815
262684739 208483591
401416396 30177723
938303546 730228153
733464001 426560763
50925434 450512374
558531005 563624015
595233342 294833753
619221357 42514914
804069344 610347198
709431305 269953085
823425164 936634314
282107684 654269180
332564048 26871647
366901004 558130572
7223898 689349326
14692826 946808380
857909791 135608842
178319124 78825903
238971712 757791972
911254765 946146323
470260522 211025610
227081876 200255086
470700364 107030191
956751806 12926080
570034218 897559080
198711433 577163065
620396658 524759987
819828848 468568330
23933065 184368233
365473969 291748161
990618049 498760481
918709902 177873846
657670129 396452797
386648296 200919017
975771419 349916034
225474424 237799371
673057225 574530658
593428513 586020143
328766184 895533215
540600780 104415138
221858650 838604552
353308320 244340857
501006141 26821425
758306734 150069213
365372391 209506113
997519406 185204471
875108201 617606218
95902720 465729415
822531184 932078049
220212350 857635995
330341627 422444588
83770757 394388898
404138634 492785099
961936138 496300023
66539215 243470280
529664507 989901376
383113312 577775413
873082536 621307315
491592960 761539980
511058930 693186832
812601750 46203882
311403675 428598535
18837429 38776183
483219893 850144199
618528591 603346208
538368182 848539489
2761662 455889536
320631785 385996352
664545759 317805452
560663978 764002450
491286537 769529271
449099242 762578817
587586302 563353321
500102551 242406343
701151258 849392164
633930772 89070618
473254527 72749352
510676562 72201319
477700330 723471299
326767821 46733893
362823043 603292953
525149172 676686695
97967721 320955925
796197217 924419536
912954041 750670974
420078898 745541422
426070160 640125026
23091607 26672149
687639420 585381988
616877723 532095096
283599348 129616514
954421602 791351097
878259454 111927328
727531538 704370191
101911765 193083544
338006268 725883252
899979621 532942921
986162114 157057734
222944687 577520962
838665698 691948398
895610612 383735729
36768295 284308677
258745995 78005465
598821582 325826164
39594348 962736371
747809745 769927731
181546536 482906526
598423006 991328314
954637499 842563914
401470063 955812755
47673479 129975682
525739949 973372936
38395740 912045194
415998102 531808164
619140995 295585595
719372934 829178676
167042807 707733482
373147494 409457205
907661815 433435918
316060640 949658594
995407582 802641782
87882663 163132066
5279415 203933622
48387699 737806366
877154837 310144687
525045310 242875186
619935295 383389699
880740293 856932757
648237160 644897870
504181886 746091189
858147795 641118447
818616638 930508127
290832856 186791626
914406487 21631786


Answer:
57

Test case #25
56
740531806 107800228
499959412 305639727
532208776 688601807
736783539 448719402
534615942 816250140
848162083 633698015
104575660 17297119
547314098 183479931
37177691 195599926
680960384 778108005
662816110 689560035
32984961 939613063
764911083 500994152
732450928 339409953
607932623 109332553
764908546 70223744
153148916 480094769
90032751 320143298
621782055 904663847
249198883 331001835
908921361 678108330
9870263 739390239
630090452 310452307
398280352 615362353
826700027 547168513
887418101 390354046
290209895 79261260
519216621 810019532
458212075 950842217
359558451 52952527
700944811 273950554
677174727 45983204
84286904 978667622
712037159 725384349
278848134 322042258
606705702 316321540
265175249 360416966
152019190 408793736
926602660 14464921
600461015 638844480
932929270 88688566
170270432 39674261
845430285 817443056
654320298 450985476
62000493 952501129
587084970 24251952
477557156 939735901
768578162 43391255
227409831 653886362
834333123 857730609
124600012 577449631
370130441 616142685
580129478 735760348
449254292 447485629
581824562 812808153
128201736 272491173


Answer:
12

Test case #26
472
821195937 632411577
463706555 929902093
842601487 840146030
714685793 811053024
241479720 218657754
733651005 383480057
429438578 960617808
247509508 761018096
493473853 504201800
630851797 178459225
945156261 38947459
192391399 777144737
818831638 293571822
363183680 438152637
656203849 76237602
286252836 716895777
56087789 893927738
146010017 107682765
226350474 187403830
773684564 476568320
787700883 949080597
915372817 84831810
371835881 600410037
582853131 761847954
726512207 884763823
464453376 669716101
624240587 160065076
85154742 114963892
894626169 654108829
153836221 403523433
559631217 164814239
459530517 455018380
819200244 115770674
729506836 109707519
412350434 679774578
145678366 991243923
677022652 15656966
135705185 136636732
747277835 790276332
979751111 250207224
723775267 305656866
170457918 404251192
166223702 781185046
436346727 668257333
143629831 704285690
913653400 942848869
493289859 781189748
534741997 908868789
472756749 188441217
240362142 431057181
282369224 383265143
528425520 122833826
231165526 480199622
928584811 405156829
846065665 928090913
555944883 842692255
819726295 629913482
511661286 829404128
116679893 325793314
802890634 230349929
327250977 524675205
338263411 931453300
152895972 966860159
971874445 149701372
870974280 872819885
797422913 186183045
141103796 740214111
757647972 112380410
419206616 963707569
866933846 730529706
698062832 138285383
416524321 404295292
143763851 24129508
181246658 652666210
473659497 248556048
755505342 299815758
946699363 694105161
332816809 320795503
439024441 86076444
558456944 671592717
55522136 254251397
638627900 316967370
347739477 306560644
121166904 745330792
331907022 676431849
34053991 611546925
211846492 168198094
533466553 973579296
246771559 765533591
631880381 246834712
394573822 107499897
417221492 84776211
714855104 897778460
911880891 572606384
932600840 834756492
337434013 134387919
353223525 399699813
909395692 487130052
639349353 906899673
20371190 510442683
412895463 634248864
83056432 403854687
788075481 572212292
434753915 384108109
204301572 451605472
281130550 414319875
800903017 880403493
254094981 981228656
660715338 65419628
571798605 82325504
713730937 972682328
581875308 958659762
299053275 505686348
827876203 419059851
726991744 277369479
716800133 700798318
861093840 141649136
762515647 910253902
941856121 650866602
8336186 578055250
114647851 237562074
626826570 427262396
732761521 568948276
419351248 796299610
854730616 889897622
645071847 692448138
937266342 676867581
243366506 668206642
761876030 188669714
257028533 753433201
328846625 528799082
788819722 248484717
816004695 697102888
200640863 994648506
423329869 681490001
749498768 363949411
606850268 386215359
787096330 976074355
879255598 66002901
493919078 729615268
298703394 390498000
629403257 202431105
15527283 579675782
166163602 897979298
635620447 697737811
179497324 229507501
825403043 124200392
496863937 334548371
546175360 968878294
737457254 226887024
609025010 727623043
256770629 974602688
934361837 45018172
951843610 612136230
442095695 249675836
472207250 232655599
417624871 971426204
427878744 910865525
509958992 164844475
116386753 805766053
552717428 142542109
980626534 840112097
642483327 780330615
320040378 25209537
505377234 311381088
800635196 757191039
555892448 149724946
137073633 138909580
734852310 55584513
831271209 916666561
771047573 712713113
479561093 792490682
488649396 395391919
237467803 74794470
234235780 974746891
57491964 672280281
276282504 40888044
841902074 430766946
734536515 900586191
76255906 702696850
546425134 417030088
326227018 705686969
285591930 165042292
526526252 377997352
356075425 333152761
178676710 449461835
721895743 464571705
959937855 447964684
536735117 388479630
55204328 708395370
293662557 183058591
463700312 295417494
258336020 476275967
140224355 714841917
65143691 732098901
909409073 81791849
865421616 701759436
585297243 378835209
915929303 869537041
456044782 923503651
397942776 58512052
204067240 424399402
72062659 246607463
831522921 952454947
968284915 873886147
238215267 961032419
523623621 263574007
112869698 1818135
756177656 690831460
665129776 465172942
72045966 596021451
866028132 447577025
537609642 207858831
980029629 609640878
827553110 537505477
16360350 683971235
773327546 154739495
984066534 485980994
310889477 748160212
39020536 660236690
462505944 133791593
954978470 120650141
720268041 172279213
730347042 447660868
75011081 627468056
644796194 980165012
568726079 498961125
396283764 181936834
258829693 359803644
156209270 509203179
131477867 397870706
461411157 698054226
174539851 274907592
205167405 931780127
493224094 619405368
102400594 905969573
724531535 652007913
119982271 842267650
185274511 144975165
870619126 239804424
412053715 316526717
761468441 457199276
822155682 41383516
554942028 628489684
25982612 882118982
252245702 980454899
914324275 601552632
990100013 781638044
214664066 667774023
143767132 961375747
779397227 638643545
99913716 199326493
953921976 125061389
966542133 725262934
56663593 479313509
443741899 909111637
676447351 994104349
307076839 990352393
901493341 678203110
688642133 714080774
23012088 629925407
995507444 563571504
982290388 447767076
833135964 349516154
178649047 790620540
189053708 35946593
853881365 576046993
529882671 359715634
276218062 339224375
55007951 947466120
848770286 190309599
956117535 647702303
703474916 905633539
721720077 979613616
155778801 640112019
843777433 89032314
559239626 118289937
770939572 657391337
351767874 961446927
331344449 893155008
436491048 763760632
188229062 894817948
672860168 510134449
397218195 58123859
219056510 117556449
962707443 486936695
91551763 543376949
8956610 459605349
349471367 710490943
232108362 295352174
496821876 579993259
2108838 45709332
653280483 874473741
80205237 166045225
282352719 217054874
135741515 399058352
82826402 394120089
756870955 82581087
673633275 425834895
872234245 498488245
590969705 613891529
337428431 144080315
642867060 748099944
813406586 384429
836169902 51601244
429220073 177421855
383120850 746099666
692873125 10522007
809663545 85714412
815184761 700332325
923515227 640545092
818516848 382375615
696944614 440154192
884768739 733001686
822992643 242515907
194721636 591827988
946454510 459229414
873516430 963912771
590101610 293066209
458572703 114866148
433364485 828031341
641836989 397112410
849214614 712474424
759317268 544357187
825487554 76102899
693403627 729187416
870351451 169844342
644370445 720684058
983026581 691657159
15196438 28873742
660565014 866869507
894485696 539371091
810614848 805092938
518912800 862090786
519795517 616804641
543417806 744953456
361748208 787899447
92310355 775715827
418173220 572731329
